"country","project","id","year","month","date","site","treatment","plot_id","functional_group","family","name_2020","genus","species","individual_nr","plant_height_cm","nr_leaves","bulk","wet_mass_total_g","leaf_thickness_1_mm","leaf_thickness_2_mm","leaf_thickness_3_mm","dry_mass_total_g","number_leaves_scan","leaf_area_total_cm2","wet_mass_g","dry_mass_g","leaf_area_cm2","sla_cm2_g","ldmc","leaf_thickness_ave_mm","area_flag","dry_flag","wet_flag"
"PE","PFTC5","COR5632",2020,"March","2020-03-14","TRE","C",3,"Gramminoid","Cyperaceae","Rhynchospora macrochaeta","Rhynchospora","macrochaeta",2,36,2,NA,0.722,0.31,0.303,0.318,0.3355,5,20.14,0.361,0.16775,10.07,60.0298062593145,0.464681440443213,0.310333333333333,NA,NA,NA
"PE","PFTC5","CXO1618",2020,"March","2020-03-14","TRE","C",5,"Gramminoid","Cyperaceae","Rhynchospora macrochaeta","Rhynchospora","macrochaeta",1,74.6,3,NA,0.137,0.222,0.222,0.172,0.0558,5,4.579,0.0456666666666667,0.0186,1.52633333333333,82.0609318996416,0.407299270072993,0.205333333333333,NA,NA,NA
"PE","PFTC5","CUA1581",2020,"March","2020-03-15","TRE","C",2,"Gramminoid","Poaceae","Festuca dolichophylla","Festuca","dolichophylla",2,113,NA,NA,0.745,0.524,0.532,0.52,0.2866,2,18.8,NA,NA,NA,NA,NA,0.525333333333333,NA,NA,NA
"PE","PFTC5","CVR2026",2020,"March","2020-03-15","ACJ","BB",3,"Gramminoid","Cyperaceae","Rhynchospora macrochaeta","Rhynchospora","macrochaeta",3,23.2,NA,NA,0.175,0.293,0.36,0.253,0.08,1,7.586,NA,NA,NA,NA,NA,0.302,NA,NA,NA
"PE","PFTC5","CVL7949",2020,"March","2020-03-15","TRE","C",2,"Gramminoid","Cyperaceae","Trichophorum rigidum","Trichophorum","rigidum",2,43.6,NA,"2",0.187,0.711,0.709,0.657,0.0953,2,4.431,NA,NA,NA,NA,NA,0.692333333333333,NA,NA,NA
"PE","PFTC5","CZK1388",2020,"March","2020-03-15","TRE","C",2,"Gramminoid","Poaceae","Festuca dolichophylla","Festuca","dolichophylla",1,48.3,1,NA,0.258,0.724,0.688,0.718,0.113,6,9.512,0.258,0.113,9.512,84.1769911504425,0.437984496124031,0.71,NA,NA,NA
"PE","PFTC5","CUM5583",2020,"March","2020-03-15","TRE","C",2,"Gramminoid","Cyperaceae","Carex bonplandii","Carex","bonplandii",1,21.8,NA,NA,0.159,0.207,0.199,0.201,0.0577,3,9.488,NA,NA,NA,NA,NA,0.202333333333333,NA,NA,NA
"PE","PFTC5","CVB3468",2020,"March","2020-03-15","TRE","C",2,"Gramminoid","Poaceae","Calamagrostis tarmensis","Calamagrostis","tarmensis",3,63.9,NA,NA,0.234,0.583,0.567,0.564,0.1183,3,3.697,NA,NA,NA,NA,NA,0.571333333333333,NA,NA,NA
"PE","PFTC5","CUE7662",2020,"March","2020-03-15","TRE","C",2,"Gramminoid","Poaceae","Festuca dolichophylla","Festuca","dolichophylla",3,33.7,NA,NA,0.587,0.387,0.41,0.437,0.2559,3,15.512,NA,NA,NA,NA,NA,0.411333333333333,NA,NA,NA
"PE","PFTC5","CVF3211",2020,"March","2020-03-15","ACJ","BB",3,"Gramminoid","Cyperaceae","Rhynchospora macrochaeta","Rhynchospora","macrochaeta",1,44.5,NA,NA,0.347,0.262,0.28,0.283,0.1778,2,13.874,NA,NA,NA,NA,NA,0.275,NA,NA,NA
"PE","PFTC5","BXC7384",2020,"March","2020-03-12","QUE","BB",1,"Gramminoid","Poaceae","Calamagrostis anemona","Calamagrostis","anemona",5,12.9,NA,"5",0.058,0.147,0.151,0.182,0.0296,11,3.134,NA,NA,NA,NA,NA,0.16,NA,NA,NA
"PE","PFTC5","BWF2319",2020,"March","2020-03-12","QUE","BB",1,"Gramminoid","Poaceae","Calamagrostis rigida","Calamagrostis","rigida",1,17.8,NA,NA,0.03,0.232,0.214,0.236,0.0152,2,0.717,NA,NA,NA,NA,NA,0.227333333333333,NA,NA,NA
"PE","PFTC5","BVI6248",2020,"March","2020-03-12","QUE","BB",5,"Gramminoid","Poaceae","Calamagrostis anemona","Calamagrostis","anemona",1,13,NA,"5",0.099,0.345,0.341,0.363,0.043,6,2.592,NA,NA,NA,NA,NA,0.349666666666667,NA,NA,NA
"PE","PFTC5","BWS7242",2020,"March","2020-03-12","QUE","BB",4,"Gramminoid","Juncaceae","Luzula racemosa","Luzula","racemosa",1,5.7,NA,NA,0.055,0.213,0.207,0.213,0.0169,3,2.337,NA,NA,NA,NA,NA,0.211,NA,NA,NA
"PE","PFTC5","AWT5017",2020,"March","2020-03-12","ACJ","C",4,"Woody","Ericaceae","Pernettya prostrata","Pernettya","prostrata",1,27,NA,"5",0.087,0.429,0.266,0.416,0.0359,5,2.54,NA,NA,NA,NA,NA,0.370333333333333,NA,NA,NA
"PE","PFTC5","AXP2627",2020,"March","2020-03-12","QUE","BB",2,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",1,1.1,NA,"5",0.027,0.347,0.326,0.296,0.0136,6,0.971,NA,NA,NA,NA,NA,0.323,NA,NA,NA
"PE","PFTC5","AFC7174",2020,"March","2020-03-12","QUE","BB",1,"Forb","Apiaceae","Oreomyrrhis andicola","Oreomyrrhis","andicola",1,3,5,NA,0.166,0.161,0.165,0.115,0.0278,11,3.656,0.0332,0.00556,0.7312,131.510791366906,0.167469879518072,0.147,NA,NA,NA
"PE","PFTC5","BWN6157",2020,"March","2020-03-12","QUE","BB",5,"Gramminoid","Poaceae","Calamagrostis rigida","Calamagrostis","rigida",3,15,NA,NA,0.011,0.198,0.188,0.185,0.0057,2,0.331,NA,NA,NA,NA,NA,0.190333333333333,NA,NA,NA
"PE","PFTC5","BXP2397",2020,"March","2020-03-12","QUE","BB",4,"Gramminoid","Cyperaceae","Carex pichinchensis","Carex","pichinchensis",2,7,NA,NA,0.082,0.233,0.23,0.212,0.0318,3,3.47,NA,NA,NA,NA,NA,0.225,NA,NA,NA
"PE","PFTC5","BVW8046",2020,"March","2020-03-12","QUE","BB",4,"Gramminoid","Poaceae","Anatherostipa hans-meyeri","Anatherostipa","hans-meyeri",3,7,NA,"5",0.025,0.239,0.213,0.202,0.0184,6,1.011,NA,NA,NA,NA,NA,0.218,NA,NA,NA
"PE","PFTC5","AIW2607",2020,"March","2020-03-12","QUE","BB",1,"Forb","Apiaceae","Oreomyrrhis andicola","Oreomyrrhis","andicola",1,5.1,1,NA,0.231,0.216,0.187,0.218,0.0609,10,7.811,0.231,0.0609,7.811,128.259441707718,0.263636363636364,0.207,NA,NA,NA
"PE","PFTC5","AFB7921",2020,"March","2020-03-12","QUE","BB",1,"Forb","Apiaceae","Oreomyrrhis andicola","Oreomyrrhis","andicola",1,3,4,NA,0.092,0.24,0.213,0.233,0.0199,2,1.598,0.023,0.004975,0.3995,80.3015075376884,0.216304347826087,0.228666666666667,NA,NA,NA
"PE","PFTC5","AFM5707",2020,"March","2020-03-12","QUE","BB",2,"Gramminoid","Poaceae","Agrostis trichodes","Agrostis","trichodes",3,5,NA,"9",0.004,0.14,0.164,0.152,0.0074,9,0.958,NA,NA,NA,NA,NA,0.152,NA,NA,NA
"PE","PFTC5","BXK3244",2020,"March","2020-03-12","QUE","BB",4,"Gramminoid","Poaceae","Calamagrostis tarmensis","Calamagrostis","tarmensis",2,15,NA,"5",0.155,0.353,0.386,0.367,0.0806,8,8.082,NA,NA,NA,NA,NA,0.368666666666667,NA,NA,NA
"PE","PFTC5","AYV2757",2020,"March","2020-03-12","QUE","BB",1,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",4,2.3,NA,"5",0.072,0.239,0.311,0.322,0.0285,5,2.364,NA,NA,NA,NA,NA,0.290666666666667,NA,NA,NA
"PE","PFTC5","CCW1533",2020,"March","2020-03-12","QUE","BB",4,"Gramminoid","Poaceae","Calamagrostis rigida","Calamagrostis","rigida",3,23,NA,NA,0.038,0.295,0.266,0.28,0.0207,2,1.026,NA,NA,NA,NA,NA,0.280333333333333,NA,NA,NA
"PE","PFTC5","AXV7545",2020,"March","2020-03-12","QUE","BB",1,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",3,1.4,NA,"5",0.078,0.334,0.34,0.316,0.03056,5,2.347,NA,NA,NA,NA,NA,0.33,NA,NA,NA
"PE","PFTC5","BZK5513",2020,"March","2020-03-12","QUE","BB",3,"Gramminoid","Poaceae","Agrostis foliata","Agrostis","foliata",3,9,NA,"10",0.094,0.183,0.281,0.208,0.0316,10,3.562,NA,NA,NA,NA,NA,0.224,NA,NA,NA
"PE","PFTC5","CGD1629",2020,"March","2020-03-12","QUE","BB",4,"Gramminoid","Poaceae","Calamagrostis rigida","Calamagrostis","rigida",2,23,NA,NA,0.03,0.31,0.306,0.311,0.0142,2,0.742,NA,NA,NA,NA,NA,0.309,NA,NA,NA
"PE","PFTC5","AYT0814",2020,"March","2020-03-12","QUE","BB",5,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",2,3.3,NA,"5",0.056,0.293,0.321,0.274,0.0214,6,1.722,NA,NA,NA,NA,NA,0.296,NA,NA,NA
"PE","PFTC5","AYK3180",2020,"March","2020-03-12","QUE","BB",5,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",3,1.8,NA,NA,0.099,0.223,0.31,0.295,0.033,6,3.302,NA,NA,NA,NA,NA,0.276,NA,NA,NA
"PE","PFTC5","AXU3669",2020,"March","2020-03-12","QUE","BB",1,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",2,1.4,NA,"5",0.061,0.264,0.344,0.331,0.024,5,1.772,NA,NA,NA,NA,NA,0.313,NA,NA,NA
"PE","PFTC5","AJS0144",2020,"March","2020-03-12","QUE","BB",1,"Forb","Asteraceae","Gamochaeta coarctata","Gamochaeta","coarctata",4,5.9,NA,"3",0.005,0.101,0.086,0.074,0.0048,6,1.165,NA,NA,NA,NA,NA,0.087,"Leaf too white_Area missing",NA,NA
"PE","PFTC5","BVX5494",2020,"March","2020-03-12","QUE","BB",5,"Gramminoid","Cyperaceae","Carex pygmaea","Carex","pygmaea",1,2.4,NA,"5",0.051,0.098,0.107,0.103,0.0325,7,4.627,NA,NA,NA,NA,NA,0.102666666666667,NA,NA,NA
"PE","PFTC5","BUE6490",2020,"March","2020-03-12","QUE","BB",5,"Gramminoid","Juncaceae","Luzula racemosa","Luzula","racemosa",3,47,NA,NA,0.012,0.283,0.151,0.236,0.005,1,0.721,NA,NA,NA,NA,NA,0.223333333333333,NA,NA,NA
"PE","PFTC5","AXC1228",2020,"March","2020-03-12","QUE","BB",5,"Gramminoid","Poaceae","Agrostis foliata","Agrostis","foliata",3,8,NA,"2",0.088,0.125,0.157,0.163,0.016,4,1.884,NA,NA,NA,NA,NA,0.148333333333333,NA,NA,NA
"PE","PFTC5","BUM0436",2020,"March","2020-03-12","QUE","BB",1,"Gramminoid","Juncaceae","Luzula racemosa","Luzula","racemosa",3,13.1,NA,"2",0.041,0.207,0.2,0.188,0.0168,6,1.811,NA,NA,NA,NA,NA,0.198333333333333,NA,NA,NA
"PE","PFTC5","BVQ4137",2020,"March","2020-03-12","QUE","BB",5,"Gramminoid","Poaceae","Calamagrostis anemona","Calamagrostis","anemona",3,10,NA,"5",0.144,0.422,0.363,0.392,0.0636,5,3.976,NA,NA,NA,NA,NA,0.392333333333333,NA,NA,NA
"PE","PFTC5","AYQ4724",2020,"March","2020-03-12","QUE","BB",3,"Gramminoid","Poaceae","Calamagrostis tarmensis","Calamagrostis","tarmensis",1,19,NA,NA,0.031,0.278,0.292,0.284,0.0158,1,0.602,NA,NA,NA,NA,NA,0.284666666666667,NA,NA,NA
"PE","PFTC5","AYO6678",2020,"March","2020-03-12","QUE","BB",1,"Gramminoid","Poaceae","Agrostis foliata","Agrostis","foliata",1,21.5,NA,"3",0.046,0.217,0.237,0.202,0.0168,4,2.828,NA,NA,NA,NA,NA,0.218666666666667,NA,NA,NA
"PE","PFTC5","AJD7146",2020,"March","2020-03-12","QUE","BB",3,"Gramminoid","Cyperaceae","Carex pygmaea","Carex","pygmaea",3,3.5,NA,"3",0.052,0.166,0.163,0.168,0.0224,3,3.655,NA,NA,NA,NA,NA,0.165666666666667,NA,NA,NA
"PE","PFTC5","BXL0226",2020,"March","2020-03-12","QUE","BB",4,"Gramminoid","Cyperaceae","Carex pichinchensis","Carex","pichinchensis",1,10.6,NA,NA,0.106,0.228,0.237,0.225,0.0607,1,4.541,NA,NA,NA,NA,NA,0.23,NA,NA,NA
"PE","PFTC5","BJI6374",2020,"March","2020-03-12","QUE","BB",1,"Forb","Geraniaceae","Geranium sessiliflorum","Geranium","sessiliflorum",3,3.5,NA,"2",0.115,0.14,0.138,0.164,0.0268,2,3.927,NA,NA,NA,NA,NA,0.147333333333333,NA,NA,NA
"PE","PFTC5","CBW0593",2020,"March","2020-03-12","QUE","BB",2,"Gramminoid","Poaceae","Festuca andina","Festuca","andina",2,8,NA,"8",0.089,0.161,0.16,0.152,0.0336,8,2.765,NA,NA,NA,NA,NA,0.157666666666667,NA,NA,NA
"PE","PFTC5","BWD0928",2020,"March","2020-03-12","QUE","BB",1,"Woody","Hypericaceae","Hypericum andinum","Hypericum","andinum",1,3.9,1,NA,0.032,0.084,0.08,0.073,0.0154,47,2.417,0.032,0.0154,2.417,156.948051948052,0.48125,0.079,NA,NA,NA
"PE","PFTC5","CFZ8016",2020,"March","2020-03-12","QUE","BB",1,"Forb","Apiaceae","Oreomyrrhis andicola","Oreomyrrhis","andicola",4,5.5,NA,NA,0.143,0.231,0.253,0.155,0.044,2,4.228,NA,NA,NA,NA,NA,0.213,NA,NA,NA
"PE","PFTC5","AYJ0325",2020,"March","2020-03-12","QUE","BB",1,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",5,2.4,NA,"5",0.069,0.434,0.299,0.343,0.0304,6,2.321,NA,NA,NA,NA,NA,0.358666666666667,NA,NA,NA
"PE","PFTC5","AXW0624",2020,"March","2020-03-12","QUE","BB",5,"Gramminoid","Poaceae","Calamagrostis tarmensis","Calamagrostis","tarmensis",1,11,NA,"3",0.06,0.185,0.204,0.193,0.0287,4,1.221,NA,NA,NA,NA,NA,0.194,NA,NA,NA
"PE","PFTC5","BWJ5879",2020,"March","2020-03-12","QUE","BB",5,"Gramminoid","Poaceae","Calamagrostis rigida","Calamagrostis","rigida",2,14.4,NA,NA,0.026,0.199,0.174,0.177,0.017,1,0.98,NA,NA,NA,NA,NA,0.183333333333333,NA,NA,NA
"PE","PFTC5","ABL1039",2020,"March","2020-03-12","ACJ","C",1,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",2,10.8,4,NA,0.07,0.269,0.26,0.278,0.0181,1,2.107,0.0175,0.004525,0.52675,116.408839779006,0.258571428571429,0.269,NA,NA,NA
"PE","PFTC5","ADE5822",2020,"March","2020-03-12","ACJ","C",2,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,6.5,1,NA,0.124,0.238,0.268,0.276,0.0446,1,3.686,0.124,0.0446,3.686,82.6457399103139,0.359677419354839,0.260666666666667,NA,NA,NA
"PE","PFTC5","AER8281",2020,"March","2020-03-12","ACJ","C",5,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",3,4,2,NA,0.063,0.214,0.209,0.188,0.0198,3,2.074,0.0315,0.0099,1.037,104.747474747475,0.314285714285714,0.203666666666667,NA,NA,NA
"PE","PFTC5","ASW6831",2020,"March","2020-03-12","ACJ","C",1,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",3,15.5,2,NA,0.044,0.052,0.064,0.06,0.0082,2,2.442,0.022,0.0041,1.221,297.80487804878,0.186363636363636,0.0586666666666667,NA,NA,NA
"PE","PFTC5","AVT8551",2020,"March","2020-03-12","ACJ","C",4,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",3,5,1,NA,0.107,0.201,0.197,0.204,0.0365,2,3.237,0.107,0.0365,3.237,88.6849315068493,0.341121495327103,0.200666666666667,NA,NA,NA
"PE","PFTC5","AVS4697",2020,"March","2020-03-12","ACJ","C",4,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",2,2,5,NA,0.167,0.287,0.226,0.236,0.0555,4,3.747,0.0334,0.0111,0.7494,67.5135135135135,0.332335329341317,0.249666666666667,NA,NA,NA
"PE","PFTC5","ATD2896",2020,"March","2020-03-12","ACJ","C",5,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",3,3,4,NA,0.043,0.224,0.221,0.197,0.0095,1,1.232,0.01075,0.002375,0.308,129.684210526316,0.22093023255814,0.214,NA,NA,NA
"PE","PFTC5","ACT9517",2020,"March","2020-03-12","ACJ","C",2,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",1,36,2,NA,0.093,0.082,0.095,0.134,0.029,1,7.082,0.0465,0.0145,3.541,244.206896551724,0.311827956989247,0.103666666666667,NA,NA,NA
"PE","PFTC5","ADW8361",2020,"March","2020-03-12","ACJ","C",4,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",3,17,4,NA,0.091,0.073,0.071,0.056,0.027,1,5.555,0.02275,0.00675,1.38875,205.740740740741,0.296703296703297,0.0666666666666667,NA,NA,NA
"PE","PFTC5","ASS5005",2020,"March","2020-03-12","ACJ","C",2,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",1,36,1,NA,0.03,0.11,0.117,0.082,0.0082,1,2.396,0.03,0.0082,2.396,292.195121951219,0.273333333333333,0.103,NA,NA,NA
"PE","PFTC5","ABP2684",2020,"March","2020-03-12","ACJ","C",2,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",1,36,3,NA,0.073,0.092,0.098,0.116,0.0242,1,5.102,0.0243333333333333,0.00806666666666667,1.70066666666667,210.826446280992,0.331506849315069,0.102,NA,NA,NA
"PE","PFTC5","ADV2430",2020,"March","2020-03-12","ACJ","C",4,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",3,17,2,NA,0.157,0.078,0.094,0.115,0.0338,1,8.56,0.0785,0.0169,4.28,253.254437869823,0.215286624203822,0.0956666666666667,NA,NA,NA
"PE","PFTC5","AAC4646",2020,"March","2020-03-12","ACJ","C",4,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",3,17,1,NA,0.101,0.219,0.223,0.17,0.0283,1,7.492,0.101,0.0283,7.492,264.734982332155,0.28019801980198,0.204,NA,NA,NA
"PE","PFTC5","AEJ6279",2020,"March","2020-03-12","ACJ","C",3,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",2,16.4,1,NA,0.1,0.115,0.107,0.113,0.026,1,7.42,0.1,0.026,7.42,285.384615384615,0.26,0.111666666666667,NA,NA,NA
"PE","PFTC5","AUC5123",2020,"March","2020-03-12","ACJ","C",3,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",2,16.4,3,NA,0.098,0.103,0.121,0.122,0.0278,1,7.445,0.0326666666666667,0.00926666666666667,2.48166666666667,267.805755395683,0.283673469387755,0.115333333333333,NA,NA,NA
"PE","PFTC5","AUU1024",2020,"March","2020-03-12","ACJ","C",3,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",3,14,2,NA,0.057,0.1,0.093,0.12,0.0165,1,4.578,0.0285,0.00825,2.289,277.454545454545,0.289473684210526,0.104333333333333,NA,NA,NA
"PE","PFTC5","ATV9424",2020,"March","2020-03-12","ACJ","C",4,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",1,19,2,NA,0.101,0.171,0.223,0.225,0.0301,1,7.303,0.0505,0.01505,3.6515,242.624584717608,0.298019801980198,0.206333333333333,NA,NA,NA
"PE","PFTC5","BVU4152",2020,"March","2020-03-12","QUE","BB",1,"Forb","Violaceae","Viola pygmaea","Viola","pygmaea",2,1.7,NA,NA,0.028,0.219,0.17,0.17,0.0054,1,0.472,NA,NA,NA,NA,NA,0.186333333333333,NA,NA,NA
"PE","PFTC5","CIG8658",2020,"March","2020-03-14","TRE","C",4,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",1,21,5,"5",0.094,0.438,0.43,0.378,0.0363,5,2.733,0.0188,0.00726,0.5466,75.2892561983471,0.386170212765957,0.415333333333333,NA,NA,NA
"PE","PFTC5","APM3849",2020,"March","2020-03-14","TRE","C",1,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,2.6,2,NA,0.089,0.364,0.319,0.281,0.0306,1,2.647,0.0445,0.0153,1.3235,86.5032679738562,0.343820224719101,0.321333333333333,NA,NA,NA
"PE","PFTC5","CEC4306",2020,"March","2020-03-14","TRE","C",1,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",2,71,2,NA,0.054,0.114,0.112,0.102,0.0145,2,3.125,0.027,0.00725,1.5625,215.51724137931,0.268518518518519,0.109333333333333,NA,NA,NA
"PE","PFTC5","CFE2595",2020,"March","2020-03-14","TRE","C",3,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",2,5.5,5,NA,0.115,0.109,0.104,0.109,0.0268,1,7.479,0.023,0.00536,1.4958,279.067164179104,0.23304347826087,0.107333333333333,NA,NA,NA
"PE","PFTC5","CXF0668",2020,"March","2020-03-14","TRE","C",1,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",2,3.9,5,NA,0.022,0.163,0.154,0.193,0.0046,1,0.597,0.0044,0.00092,0.1194,129.782608695652,0.209090909090909,0.17,NA,NA,NA
"PE","PFTC5","APP1533",2020,"March","2020-03-14","TRE","C",4,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",1,10,3,NA,0.023,0.215,0.213,0.216,0.0058,1,0.848,0.00766666666666667,0.00193333333333333,0.282666666666667,146.206896551724,0.252173913043478,0.214666666666667,NA,NA,NA
"PE","PFTC5","CWN1073",2020,"March","2020-03-14","TRE","C",1,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",1,6,4,NA,0.038,0.215,0.197,0.157,0.0078,1,1.276,0.0095,0.00195,0.319,163.589743589744,0.205263157894737,0.189666666666667,NA,NA,NA
"PE","PFTC5","AOU5634",2020,"March","2020-03-14","TRE","C",1,"Woody","Ericaceae","Gaultheria glomerata","Gaultheria","glomerata",2,3.6,3,NA,0.048,0.438,0.389,0.393,0.0165,1,1.305,0.016,0.0055,0.435,79.0909090909091,0.34375,0.406666666666667,NA,NA,NA
"PE","PFTC5","CWP6646",2020,"March","2020-03-14","TRE","C",1,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",2,3.9,1,NA,0.028,0.215,0.22,0.169,0.0064,1,0.771,0.028,0.0064,0.771,120.46875,0.228571428571429,0.201333333333333,NA,NA,NA
"PE","PFTC5","APL1327",2020,"March","2020-03-14","TRE","C",4,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",1,10,4,NA,0.029,0.212,0.207,0.224,0.007,1,1.061,0.00725,0.00175,0.26525,151.571428571429,0.241379310344828,0.214333333333333,NA,NA,NA
"PE","PFTC5","CEB0998",2020,"March","2020-03-14","TRE","C",3,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",2,5.5,1,NA,0.09,0.1,0.102,0.101,0.0221,5,6.059,0.09,0.0221,6.059,274.162895927602,0.245555555555556,0.101,NA,NA,NA
"PE","PFTC5","CIO0938",2020,"March","2020-03-14","TRE","C",3,"Woody","Ericaceae","Gaultheria glomerata","Gaultheria","glomerata",1,12.5,2,NA,0.122,0.351,0.377,0.413,0.0565,1,4.107,0.061,0.02825,2.0535,72.6902654867257,0.463114754098361,0.380333333333333,NA,NA,NA
"PE","PFTC5","CWR0183",2020,"March","2020-03-14","TRE","C",1,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",1,6,3,NA,0.045,0.272,0.23,0.282,0.0103,2,1.31,0.015,0.00343333333333333,0.436666666666667,127.184466019417,0.228888888888889,0.261333333333333,NA,NA,NA
"PE","PFTC5","AOZ3059",2020,"March","2020-03-14","TRE","C",1,"Woody","Ericaceae","Gaultheria glomerata","Gaultheria","glomerata",1,4.7,2,NA,0.094,0.446,0.477,0.474,0.036,1,2.135,0.047,0.018,1.0675,59.3055555555556,0.382978723404255,0.465666666666667,NA,NA,NA
"PE","PFTC5","AQG1962",2020,"March","2020-03-14","TRE","C",3,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",2,5.5,4,NA,0.14,0.108,0.101,0.103,0.0318,1,8.78,0.035,0.00795,2.195,276.100628930818,0.227142857142857,0.104,NA,NA,NA
"PE","PFTC5","CKY4277",2020,"March","2020-03-14","TRE","C",2,"Woody","Ericaceae","Gaultheria glomerata","Gaultheria","glomerata",2,11,3,NA,0.049,0.412,0.385,0.409,0.0209,2,1.56,0.0163333333333333,0.00696666666666667,0.52,74.6411483253589,0.426530612244898,0.402,NA,NA,NA
"PE","PFTC5","APX5383",2020,"March","2020-03-14","TRE","C",1,"Woody","Ericaceae","Gaultheria glomerata","Gaultheria","glomerata",2,3.6,5,NA,0.035,0.44,0.426,0.412,0.0166,1,1.025,0.007,0.00332,0.205,61.7469879518072,0.474285714285714,0.426,NA,NA,NA
"PE","PFTC5","AQI6603",2020,"March","2020-03-14","TRE","C",4,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",2,10,4,NA,0.057,0.253,0.262,0.26,0.0156,1,2.438,0.01425,0.0039,0.6095,156.282051282051,0.273684210526316,0.258333333333333,NA,NA,NA
"PE","PFTC5","APJ5344",2020,"March","2020-03-14","TRE","C",1,"Woody","Ericaceae","Gaultheria glomerata","Gaultheria","glomerata",1,4.7,4,NA,0.04,0.411,0.436,0.423,0.0181,1,1.288,0.01,0.004525,0.322,71.1602209944751,0.4525,0.423333333333333,NA,NA,NA
"PE","PFTC5","CNG5770",2020,"March","2020-03-14","TRE","C",5,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",2,5.7,1,"5",0.094,0.438,0.387,0.356,0.0391,5,2.913,0.094,0.0391,2.913,74.5012787723785,0.415957446808511,0.393666666666667,NA,NA,NA
"PE","PFTC5","CIC5733",2020,"March","2020-03-14","TRE","C",4,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",2,21,4,"5",0.09,0.39,0.388,0.356,0.0351,5,2.693,0.0225,0.008775,0.67325,76.7236467236467,0.39,0.378,NA,NA,NA
"PE","PFTC5","APA0204",2020,"March","2020-03-14","TRE","C",4,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",1,10,1,NA,0.043,0.278,0.261,0.263,0.01,1,1.576,0.043,0.01,1.576,157.6,0.232558139534884,0.267333333333333,NA,NA,NA
"PE","PFTC5","BVE8215",2020,"March","2020-03-14","TRE","C",4,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",1,20,2,"5",0.058,0.328,0.382,0.364,0.0276,5,1.791,0.029,0.0138,0.8955,64.8913043478261,0.475862068965517,0.358,NA,NA,NA
"PE","PFTC5","CXK6630",2020,"March","2020-03-14","TRE","C",2,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",2,8.9,3,NA,0.058,0.179,0.203,0.267,0.016,6,1.284,0.0193333333333333,0.00533333333333333,0.428,80.25,0.275862068965517,0.216333333333333,NA,NA,NA
